Ano;Mes;Clasificacion;Categoria;Subcategoria;Valor
2023;Noviembre;D;Ocio;Vuelos;109
2023;Noviembre;D;Ocio;Comida;1087
2023;Noviembre;D;Noticias y entretenimiento;Apuestas;315
2023;Noviembre;D;Noticias y entretenimiento;Juegos;106
2023;Noviembre;D;Ocio;Vacaciones;3421
2023;Noviembre;D;Ocio;Hoteles;1266
2023;Noviembre;D;Retail;Vivienda;2207
2023;Noviembre;D;Negocios;Empleos;71
2023;Noviembre;D;Noticias y entretenimiento;Noticias;2789
2023;Noviembre;D;Servicios generales;Pago en línea;82
2023;Noviembre;D;Retail;Online trade;584
2023;Noviembre;D;Retail;Tickets;61
2023;Noviembre;D;Servicios generales;Transporte;456
2023;Noviembre;D;Noticias y entretenimiento;Videos, música;1152
2023;Noviembre;D;Servicios generales;Visualizaciones;48
2023;Noviembre;D;Noticias y entretenimiento;Vlogs;5
2023;Noviembre;E;Websites and app;Diseño y desarrollo de apps;328
2023;Noviembre;E;Cloud & Hosting;Backup services;28
2023;Noviembre;E;Cloud & Hosting;Database services;73
2023;Noviembre;E;Datamining & Big Data;Datamining & Big Data;219
2023;Noviembre;E;Infraestructura y ciberseguridad;Firewalls;141
2023;Noviembre;E;Infraestructura y ciberseguridad;Hardware;79
2023;Noviembre;E;Marketing y consultoría;Consultoría en internet;119
2023;Noviembre;E;Marketing y consultoría;Marketing en internet;1273
2023;Noviembre;E;Software;Sofware services;338
2023;Noviembre;E;Websites and app;Diseño y desarrollo web;2556
2023;Noviembre;E;Cloud & Hosting;Webhosting;572
2023;Diciembre;B;Pasiva (B1);;93153
2023;Diciembre;B;Activa (B2);;19672
2023;Diciembre;C;;;14127
2023;Diciembre;D;Noticias y entretenimiento;Adultos;95
2023;Diciembre;D;Negocios;Publicidad;518
2023;Diciembre;D;Retail;Subastas;20
2023;Diciembre;D;Noticias y entretenimiento;Blogs;8
2023;Diciembre;D;Noticias y entretenimiento;Libros;555
2023;Diciembre;D;Negocios;Consultoría;1305
2023;Diciembre;D;Servicios generales;Crowdfunding;3
2023;Diciembre;D;Servicios generales;Citas;440
2023;Diciembre;D;Noticias y entretenimiento;e-learning;240
2023;Diciembre;D;Negocios;Finanzas;675
2023;Diciembre;D;Ocio;Vuelos;115
2023;Diciembre;D;Ocio;Comida;1092
2023;Diciembre;D;Noticias y entretenimiento;Apuestas;314
2023;Diciembre;D;Noticias y entretenimiento;Juegos;105
2023;Diciembre;D;Ocio;Vacaciones;3380
2023;Diciembre;D;Ocio;Hoteles;1262
2023;Diciembre;D;Retail;Vivienda;2186
2023;Diciembre;D;Negocios;Empleos;77
2023;Diciembre;D;Noticias y entretenimiento;Noticias;2800
2023;Diciembre;D;Servicios generales;Pago en línea;87
2023;Diciembre;D;Retail;Online trade;570
2023;Diciembre;D;Retail;Tickets;67
2023;Diciembre;D;Servicios generales;Transporte;469
2023;Diciembre;D;Noticias y entretenimiento;Videos, música;1143
2023;Diciembre;D;Servicios generales;Visualizaciones;46
2023;Diciembre;D;Noticias y entretenimiento;Vlogs;5
2023;Diciembre;E;Websites and app;Diseño y desarrollo de apps;322
2023;Diciembre;E;Cloud & Hosting;Backup services;26
2023;Diciembre;E;Cloud & Hosting;Database services;78
2023;Diciembre;E;Datamining & Big Data;Datamining & Big Data;204
2023;Diciembre;E;Infraestructura y ciberseguridad;Firewalls;144
2023;Diciembre;E;Infraestructura y ciberseguridad;Hardware;79
2023;Diciembre;E;Marketing y consultoría;Consultoría en internet;122
2023;Diciembre;E;Marketing y consultoría;Marketing en internet;1259
2023;Diciembre;E;Software;Sofware services;339
2023;Diciembre;E;Websites and app;Diseño y desarrollo web;2538
2023;Diciembre;E;Cloud & Hosting;Webhosting;568
2024;Enero;B;Pasiva (B1);;92567
2024;Enero;B;Activa (B2);;19860
2024;Enero;C;;;13586
2024;Enero;D;Noticias y entretenimiento;Adultos;91
2024;Enero;D;Negocios;Publicidad;520
2024;Enero;D;Retail;Subastas;23
2024;Enero;D;Noticias y entretenimiento;Blogs;7
2024;Enero;D;Noticias y entretenimiento;Libros;559
2024;Enero;D;Negocios;Consultoría;1299
2024;Enero;D;Servicios generales;Crowdfunding;4
2024;Enero;D;Servicios generales;Citas;437
2024;Enero;D;Noticias y entretenimiento;e-learning;238
2024;Enero;D;Negocios;Finanzas;674
2024;Enero;D;Ocio;Vuelos;119
2024;Enero;D;Ocio;Comida;1092
2024;Enero;D;Noticias y entretenimiento;Apuestas;310
2024;Enero;D;Noticias y entretenimiento;Juegos;106
2024;Enero;D;Ocio;Vacaciones;3384
2024;Enero;D;Ocio;Hoteles;1266
2024;Enero;D;Retail;Vivienda;2188
2024;Enero;D;Negocios;Empleos;79
2024;Enero;D;Noticias y entretenimiento;Noticias;2814
2024;Enero;D;Servicios generales;Pago en línea;83
2024;Enero;D;Retail;Online trade;577
2024;Enero;D;Retail;Tickets;69
2024;Enero;D;Servicios generales;Transporte;481
2024;Enero;D;Noticias y entretenimiento;Videos, música;1147
2024;Enero;D;Servicios generales;Visualizaciones;46
2024;Enero;D;Noticias y entretenimiento;Vlogs;5
2024;Enero;E;Websites and app;Diseño y desarrollo de apps;322
2024;Enero;E;Cloud & Hosting;Backup services;25
2024;Enero;E;Cloud & Hosting;Database services;77
2024;Enero;E;Datamining & Big Data;Datamining & Big Data;209
2024;Enero;E;Infraestructura y ciberseguridad;Firewalls;145
2024;Enero;E;Infraestructura y ciberseguridad;Hardware;85
2024;Enero;E;Marketing y consultoría;Consultoría en internet;117
2024;Enero;E;Marketing y consultoría;Marketing en internet;1238
2024;Enero;E;Software;Sofware services;339
2024;Enero;E;Websites and app;Diseño y desarrollo web;2545
2024;Enero;E;Cloud & Hosting;Webhosting;558
2024;Febrero;B;Pasiva (B1);;91737
2024;Febrero;B;Activa (B2);;21494
2024;Febrero;C;;;10040
2024;Febrero;D;Noticias y entretenimiento;Adultos;80
2024;Febrero;D;Negocios;Publicidad;518
2024;Febrero;D;Retail;Subastas;22
2024;Febrero;D;Noticias y entretenimiento;Blogs;7
2024;Febrero;D;Noticias y entretenimiento;Libros;559
2024;Febrero;D;Negocios;Consultoría;1302
2024;Febrero;D;Servicios generales;Crowdfunding;6
2024;Febrero;D;Servicios generales;Citas;445
2024;Febrero;D;Noticias y entretenimiento;e-learning;258
2024;Febrero;D;Negocios;Finanzas;672
2024;Febrero;D;Ocio;Vuelos;125
2024;Febrero;D;Ocio;Comida;1103
2024;Febrero;D;Noticias y entretenimiento;Apuestas;327
2024;Febrero;D;Noticias y entretenimiento;Juegos;125
2024;Febrero;D;Ocio;Vacaciones;3564
2024;Febrero;D;Ocio;Hoteles;1279
2024;Febrero;D;Retail;Vivienda;2278
2024;Febrero;D;Negocios;Empleos;76
2024;Febrero;D;Noticias y entretenimiento;Noticias;2805
2024;Febrero;D;Servicios generales;Pago en línea;100
2024;Febrero;D;Retail;Online trade;573
2024;Febrero;D;Retail;Tickets;69
2024;Febrero;D;Servicios generales;Transporte;492
2024;Febrero;D;Noticias y entretenimiento;Videos, música;1158
2024;Febrero;D;Servicios generales;Visualizaciones;41
2024;Febrero;D;Noticias y entretenimiento;Vlogs;6
2024;Febrero;E;Websites and app;Diseño y desarrollo de apps;327
2024;Febrero;E;Cloud & Hosting;Backup services;24
2024;Febrero;E;Cloud & Hosting;Database services;79
2024;Febrero;E;Datamining & Big Data;Datamining & Big Data;241
2024;Febrero;E;Infraestructura y ciberseguridad;Firewalls;160
2024;Febrero;E;Infraestructura y ciberseguridad;Hardware;84
2024;Febrero;E;Marketing y consultoría;Consultoría en internet;112
2024;Febrero;E;Marketing y consultoría;Marketing en internet;1263
2024;Febrero;E;Software;Sofware services;338
2024;Febrero;E;Websites and app;Diseño y desarrollo web;2610
2024;Febrero;E;Cloud & Hosting;Webhosting;604
2024;Marzo;B;Pasiva (B1);;91132
2024;Marzo;B;Activa (B2);;21122
2024;Marzo;C;;;9667
2024;Marzo;D;Noticias y entretenimiento;Adultos;74
2024;Marzo;D;Negocios;Publicidad;515
2024;Marzo;D;Retail;Subastas;20
2024;Marzo;D;Noticias y entretenimiento;Blogs;7
2024;Marzo;D;Noticias y entretenimiento;Libros;551
2024;Marzo;D;Negocios;Consultoría;1284
2024;Marzo;D;Servicios generales;Crowdfunding;6
2024;Marzo;D;Servicios generales;Citas;445
2024;Marzo;D;Noticias y entretenimiento;e-learning;244
2024;Marzo;D;Negocios;Finanzas;657
2024;Marzo;D;Ocio;Vuelos;128
2024;Marzo;D;Ocio;Comida;1076
2024;Marzo;D;Noticias y entretenimiento;Apuestas;324
2024;Marzo;D;Noticias y entretenimiento;Juegos;116
2024;Marzo;D;Ocio;Vacaciones;3497
2024;Marzo;D;Ocio;Hoteles;1243
2024;Marzo;D;Retail;Vivienda;2273
2024;Marzo;D;Negocios;Empleos;66
2024;Marzo;D;Noticias y entretenimiento;Noticias;2766
2024;Marzo;D;Servicios generales;Pago en línea;88
2024;Marzo;D;Retail;Online trade;567
2024;Marzo;D;Retail;Tickets;78
2024;Marzo;D;Servicios generales;Transporte;483
2024;Marzo;D;Noticias y entretenimiento;Videos, música;1116
2024;Marzo;D;Servicios generales;Visualizaciones;42
2024;Marzo;D;Noticias y entretenimiento;Vlogs;6
2024;Marzo;E;Websites and app;Diseño y desarrollo de apps;305
2024;Marzo;E;Cloud & Hosting;Backup services;25
2024;Marzo;E;Cloud & Hosting;Database services;76
2024;Marzo;E;Datamining & Big Data;Datamining & Big Data;266
2024;Marzo;E;Infraestructura y ciberseguridad;Firewalls;160
2024;Marzo;E;Infraestructura y ciberseguridad;Hardware;85
2024;Marzo;E;Marketing y consultoría;Consultoría en internet;112
2024;Marzo;E;Marketing y consultoría;Marketing en internet;1222
2024;Marzo;E;Software;Sofware services;332
2024;Marzo;E;Websites and app;Diseño y desarrollo web;2554
2024;Marzo;E;Cloud & Hosting;Webhosting;596
2024;Abril;B;Pasiva (B1);;92198
2024;Abril;B;Activa (B2);;21190
2024;Abril;C;;;9709
2024;Abril;D;Noticias y entretenimiento;Adultos;73
2024;Abril;D;Negocios;Publicidad;493
2024;Abril;D;Retail;Subastas;20
2024;Abril;D;Noticias y entretenimiento;Blogs;10
2024;Abril;D;Noticias y entretenimiento;Libros;548
2024;Abril;D;Negocios;Consultoría;1321
2024;Abril;D;Servicios generales;Crowdfunding;6
2024;Abril;D;Servicios generales;Citas;441
2024;Abril;D;Noticias y entretenimiento;e-learning;254
2024;Abril;D;Negocios;Finanzas;656
2024;Abril;D;Ocio;Vuelos;127
2024;Abril;D;Ocio;Comida;1059
2024;Abril;D;Noticias y entretenimiento;Apuestas;341
2024;Abril;D;Noticias y entretenimiento;Juegos;111
2024;Abril;D;Ocio;Vacaciones;3608
2024;Abril;D;Ocio;Hoteles;1245
2024;Abril;D;Retail;Vivienda;2286
2024;Abril;D;Negocios;Empleos;66
2024;Abril;D;Noticias y entretenimiento;Noticias;2743
2024;Abril;D;Servicios generales;Pago en línea;96
2024;Abril;D;Retail;Online trade;560
2024;Abril;D;Retail;Tickets;70
2024;Abril;D;Servicios generales;Transporte;488
2024;Abril;D;Noticias y entretenimiento;Videos, música;1106
2024;Abril;D;Servicios generales;Visualizaciones;50
2024;Abril;D;Noticias y entretenimiento;Vlogs;6
2024;Abril;E;Websites and app;Diseño y desarrollo de apps;307
2024;Abril;E;Cloud & Hosting;Backup services;24
2024;Abril;E;Cloud & Hosting;Database services;79
2024;Abril;E;Datamining & Big Data;Datamining & Big Data;261
2024;Abril;E;Infraestructura y ciberseguridad;Firewalls;161
2024;Abril;E;Infraestructura y ciberseguridad;Hardware;87
2024;Abril;E;Marketing y consultoría;Consultoría en internet;122
2024;Abril;E;Marketing y consultoría;Marketing en internet;1255
2024;Abril;E;Software;Sofware services;331
2024;Abril;E;Websites and app;Diseño y desarrollo web;2563
2024;Abril;E;Cloud & Hosting;Webhosting;588
2024;Mayo;B;Pasiva (B1);;92629
2024;Mayo;B;Activa (B2);;20870
2024;Mayo;C;;;9612
2024;Mayo;D;Noticias y entretenimiento;Adultos;76
2024;Mayo;D;Negocios;Publicidad;480
2024;Mayo;D;Retail;Subastas;18
2024;Mayo;D;Noticias y entretenimiento;Blogs;10
2024;Mayo;D;Noticias y entretenimiento;Libros;541
2024;Mayo;D;Negocios;Consultoría;1347
2024;Mayo;D;Servicios generales;Crowdfunding;6
2024;Mayo;D;Servicios generales;Citas;447
2024;Mayo;D;Noticias y entretenimiento;e-learning;252
2024;Mayo;D;Negocios;Finanzas;663
2024;Mayo;D;Ocio;Vuelos;132
2024;Mayo;D;Ocio;Comida;1046
2024;Mayo;D;Noticias y entretenimiento;Apuestas;342
2024;Mayo;D;Noticias y entretenimiento;Juegos;109
2024;Mayo;D;Ocio;Vacaciones;3650
2024;Mayo;D;Ocio;Hoteles;1293
2024;Mayo;D;Retail;Vivienda;2258
2024;Mayo;D;Negocios;Empleos;70
2024;Mayo;D;Noticias y entretenimiento;Noticias;2771
2024;Mayo;D;Servicios generales;Pago en línea;93
2024;Mayo;D;Retail;Online trade;565
2024;Mayo;D;Retail;Tickets;63
2024;Mayo;D;Servicios generales;Transporte;511
2024;Mayo;D;Noticias y entretenimiento;Videos, música;1099
2024;Mayo;D;Servicios generales;Visualizaciones;45
2024;Mayo;D;Noticias y entretenimiento;Vlogs;6
2024;Mayo;E;Websites and app;Diseño y desarrollo de apps;321
2024;Mayo;E;Cloud & Hosting;Backup services;25
2024;Mayo;E;Cloud & Hosting;Database services;75
2024;Mayo;E;Datamining & Big Data;Datamining & Big Data;248
2024;Mayo;E;Infraestructura y ciberseguridad;Firewalls;159
2024;Mayo;E;Infraestructura y ciberseguridad;Hardware;86
2024;Mayo;E;Marketing y consultoría;Consultoría en internet;114
2024;Mayo;E;Marketing y consultoría;Marketing en internet;1239
2024;Mayo;E;Software;Sofware services;328
2024;Mayo;E;Websites and app;Diseño y desarrollo web;2604
2024;Mayo;E;Cloud & Hosting;Webhosting;579
2024;Agosto;B;Pasiva (B1);;97048
2024;Agosto;B;Activa (B2);;21177
2024;Agosto;C;;;9794
2024;Agosto;D;Noticias y entretenimiento;Adultos;77
2024;Agosto;D;Negocios;Publicidad;473
2024;Agosto;D;Retail;Subastas;20
2024;Agosto;D;Noticias y entretenimiento;Blogs;11
2024;Agosto;D;Noticias y entretenimiento;Libros;552
2024;Agosto;D;Negocios;Consultoría;1360
2024;Agosto;D;Servicios generales;Crowdfunding;3
2024;Agosto;D;Servicios generales;Citas;416
2024;Agosto;D;Noticias y entretenimiento;e-learning;266
2024;Agosto;D;Negocios;Finanzas;673
2024;Agosto;D;Ocio;Vuelos;127
2024;Agosto;D;Ocio;Comida;1038
2024;Agosto;D;Noticias y entretenimiento;Apuestas;390
2024;Agosto;D;Noticias y entretenimiento;Juegos;116
2024;Agosto;D;Ocio;Vacaciones;3593
2024;Agosto;D;Ocio;Hoteles;1254
2024;Agosto;D;Retail;Vivienda;2236
2024;Agosto;D;Negocios;Empleos;74
2024;Agosto;D;Noticias y entretenimiento;Noticias;2641
2024;Agosto;D;Servicios generales;Pago en línea;84
2024;Agosto;D;Retail;Online trade;560
2024;Agosto;D;Retail;Tickets;69
2024;Agosto;D;Servicios generales;Transporte;500
2024;Agosto;D;Noticias y entretenimiento;Videos, música;1040
2024;Agosto;D;Servicios generales;Visualizaciones;47
2024;Agosto;D;Noticias y entretenimiento;Vlogs;5
2024;Agosto;E;Websites and app;Diseño y desarrollo de apps;321
2024;Agosto;E;Cloud & Hosting;Backup services;25
2024;Agosto;E;Cloud & Hosting;Database services;73
2024;Agosto;E;Datamining & Big Data;Datamining & Big Data;257
2024;Agosto;E;Infraestructura y ciberseguridad;Firewalls;172
2024;Agosto;E;Infraestructura y ciberseguridad;Hardware;93
2024;Agosto;E;Marketing y consultoría;Consultoría en internet;123
2024;Agosto;E;Marketing y consultoría;Marketing en internet;1217
2024;Agosto;E;Software;Sofware services;319
2024;Agosto;E;Websites and app;Diseño y desarrollo web;2630
2024;Agosto;E;Cloud & Hosting;Webhosting;606
2024;Septiembre;B;Pasiva (B1);;98325
2024;Septiembre;B;Activa (B2);;21366
2024;Septiembre;C;;;9796
2024;Septiembre;D;Noticias y entretenimiento;Adultos;77
2024;Septiembre;D;Negocios;Publicidad;458
2024;Septiembre;D;Retail;Subastas;18
2024;Septiembre;D;Noticias y entretenimiento;Blogs;11
2024;Septiembre;D;Noticias y entretenimiento;Libros;548
2024;Septiembre;D;Negocios;Consultoría;1389
2024;Septiembre;D;Servicios generales;Crowdfunding;3
2024;Septiembre;D;Servicios generales;Citas;416
2024;Septiembre;D;Noticias y entretenimiento;e-learning;264
2024;Septiembre;D;Negocios;Finanzas;651
2024;Septiembre;D;Ocio;Vuelos;120
2024;Septiembre;D;Ocio;Comida;1063
2024;Septiembre;D;Noticias y entretenimiento;Apuestas;395
2024;Septiembre;D;Noticias y entretenimiento;Juegos;124
2024;Septiembre;D;Ocio;Vacaciones;3623
2024;Septiembre;D;Ocio;Hoteles;1246
2024;Septiembre;D;Retail;Vivienda;2225
2024;Septiembre;D;Negocios;Empleos;76
2024;Septiembre;D;Noticias y entretenimiento;Noticias;2611
2024;Septiembre;D;Servicios generales;Pago en línea;79
2024;Septiembre;D;Retail;Online trade;566
2024;Septiembre;D;Retail;Tickets;70
2024;Septiembre;D;Servicios generales;Transporte;505
2024;Septiembre;D;Noticias y entretenimiento;Videos, música;1035
2024;Septiembre;D;Servicios generales;Visualizaciones;47
2024;Septiembre;D;Noticias y entretenimiento;Vlogs;5
2024;Septiembre;E;Websites and app;Diseño y desarrollo de apps;328
2024;Septiembre;E;Cloud & Hosting;Backup services;26
2024;Septiembre;E;Cloud & Hosting;Database services;88
2024;Septiembre;E;Datamining & Big Data;Datamining & Big Data;263
2024;Septiembre;E;Infraestructura y ciberseguridad;Firewalls;162
2024;Septiembre;E;Infraestructura y ciberseguridad;Hardware;95
2024;Septiembre;E;Marketing y consultoría;Consultoría en internet;126
2024;Septiembre;E;Marketing y consultoría;Marketing en internet;1250
2024;Septiembre;E;Software;Sofware services;338
2024;Septiembre;E;Websites and app;Diseño y desarrollo web;2634
2024;Septiembre;E;Cloud & Hosting;Webhosting;601
2024;Octubre;B;Pasiva (B1);;99163
2024;Octubre;B;Activa (B2);;21548
2024;Octubre;C;;;9847
2024;Octubre;D;Noticias y entretenimiento;Adultos;76
2024;Octubre;D;Negocios;Publicidad;459
2024;Octubre;D;Retail;Subastas;18
2024;Octubre;D;Noticias y entretenimiento;Blogs;12
2024;Octubre;D;Noticias y entretenimiento;Libros;532
2024;Octubre;D;Negocios;Consultoría;1420
2024;Octubre;D;Servicios generales;Crowdfunding;2
2024;Octubre;D;Servicios generales;Citas;417
2024;Octubre;D;Noticias y entretenimiento;e-learning;260
2024;Octubre;D;Negocios;Finanzas;657
2024;Octubre;D;Ocio;Vuelos;122
2024;Octubre;D;Ocio;Comida;1059
2024;Octubre;D;Noticias y entretenimiento;Apuestas;386
2024;Octubre;D;Noticias y entretenimiento;Juegos;118
2024;Octubre;D;Ocio;Vacaciones;3656
2024;Octubre;D;Ocio;Hoteles;1267
2024;Octubre;D;Retail;Vivienda;2225
2024;Octubre;D;Negocios;Empleos;87
2024;Octubre;D;Noticias y entretenimiento;Noticias;2658
2024;Octubre;D;Servicios generales;Pago en línea;72
2024;Octubre;D;Retail;Online trade;568
2024;Octubre;D;Retail;Tickets;67
2024;Octubre;D;Servicios generales;Transporte;484
2024;Octubre;D;Noticias y entretenimiento;Videos, música;1031
2024;Octubre;D;Servicios generales;Visualizaciones;48
2024;Octubre;D;Noticias y entretenimiento;Vlogs;6
2024;Octubre;E;Websites and app;Diseño y desarrollo de apps;332
2024;Octubre;E;Cloud & Hosting;Backup services;26
2024;Octubre;E;Cloud & Hosting;Database services;82
2024;Octubre;E;Datamining & Big Data;Datamining & Big Data;278
2024;Octubre;E;Infraestructura y ciberseguridad;Firewalls;178
2024;Octubre;E;Infraestructura y ciberseguridad;Hardware;96
2024;Octubre;E;Marketing y consultoría;Consultoría en internet;124
2024;Octubre;E;Marketing y consultoría;Marketing en internet;1278
2024;Octubre;E;Software;Sofware services;342
2024;Octubre;E;Websites and app;Diseño y desarrollo web;2652
2024;Octubre;E;Cloud & Hosting;Webhosting;613
2024;Noviembre;B;Pasiva (B1);;107872
2024;Noviembre;B;Activa (B2);;25115
2024;Noviembre;C;;;10883
2024;Noviembre;D;Noticias y entretenimiento;Adultos;83
2024;Noviembre;D;Negocios;Publicidad;512
2024;Noviembre;D;Retail;Subastas;23
2024;Noviembre;D;Noticias y entretenimiento;Blogs;12
2024;Noviembre;D;Noticias y entretenimiento;Libros;628
2024;Noviembre;D;Negocios;Consultoría;1633
2024;Noviembre;D;Servicios generales;Crowdfunding;2
2024;Noviembre;D;Servicios generales;Citas;495
2024;Noviembre;D;Noticias y entretenimiento;e-learning;304
2024;Noviembre;D;Negocios;Finanzas;774
2024;Noviembre;D;Ocio;Vuelos;147
2024;Noviembre;D;Ocio;Comida;1217
2024;Noviembre;D;Noticias y entretenimiento;Apuestas;401
2024;Noviembre;D;Noticias y entretenimiento;Juegos;138
2024;Noviembre;D;Ocio;Vacaciones;4754
2024;Noviembre;D;Ocio;Hoteles;1521
2024;Noviembre;D;Retail;Vivienda;2548
2024;Noviembre;D;Negocios;Empleos;92
2024;Noviembre;D;Noticias y entretenimiento;Noticias;2879
2024;Noviembre;D;Servicios generales;Pago en línea;80
2024;Noviembre;D;Retail;Online trade;670
2024;Noviembre;D;Retail;Tickets;108
2024;Noviembre;D;Servicios generales;Transporte;585
2024;Noviembre;D;Noticias y entretenimiento;Videos, música;1197
2024;Noviembre;D;Servicios generales;Visualizaciones;56
2024;Noviembre;D;Noticias y entretenimiento;Vlogs;9
2024;Noviembre;E;Websites and app;Diseño y desarrollo de apps;383
2024;Noviembre;E;Cloud & Hosting;Backup services;29
2024;Noviembre;E;Cloud & Hosting;Database services;92
2024;Noviembre;E;Datamining & Big Data;Datamining & Big Data;329
2024;Noviembre;E;Infraestructura y ciberseguridad;Firewalls;191
2024;Noviembre;E;Infraestructura y ciberseguridad;Hardware;98
2024;Noviembre;E;Marketing y consultoría;Consultoría en internet;160
2024;Noviembre;E;Marketing y consultoría;Marketing en internet;1431
2024;Noviembre;E;Software;Sofware services;391
2024;Noviembre;E;Websites and app;Diseño y desarrollo web;2971
2024;Noviembre;E;Cloud & Hosting;Webhosting;686
2024;Diciembre;B;Pasiva (B1);;108343
2024;Diciembre;B;Activa (B2);;24970
2024;Diciembre;C;;;10751
2024;Diciembre;D;Noticias y entretenimiento;Adultos;81
2024;Diciembre;D;Negocios;Publicidad;524
2024;Diciembre;D;Retail;Subastas;27
2024;Diciembre;D;Noticias y entretenimiento;Blogs;11
2024;Diciembre;D;Noticias y entretenimiento;Libros;618
2024;Diciembre;D;Negocios;Consultoría;1664
2024;Diciembre;D;Servicios generales;Crowdfunding;3
2024;Diciembre;D;Servicios generales;Citas;481
2024;Diciembre;D;Noticias y entretenimiento;e-learning;289
2024;Diciembre;D;Negocios;Finanzas;758
2024;Diciembre;D;Ocio;Vuelos;152
2024;Diciembre;D;Ocio;Comida;1203
2024;Diciembre;D;Noticias y entretenimiento;Apuestas;406
2024;Diciembre;D;Noticias y entretenimiento;Juegos;137
2024;Diciembre;D;Ocio;Vacaciones;4816
2024;Diciembre;D;Ocio;Hoteles;1534
2024;Diciembre;D;Retail;Vivienda;2543
2024;Diciembre;D;Negocios;Empleos;96
2024;Diciembre;D;Noticias y entretenimiento;Noticias;2843
2024;Diciembre;D;Servicios generales;Pago en línea;89
2024;Diciembre;D;Retail;Online trade;678
2024;Diciembre;D;Retail;Tickets;86
2024;Diciembre;D;Servicios generales;Transporte;580
2024;Diciembre;D;Noticias y entretenimiento;Videos, música;1206
2024;Diciembre;D;Servicios generales;Visualizaciones;60
2024;Diciembre;D;Noticias y entretenimiento;Vlogs;8
2024;Diciembre;E;Websites and app;Diseño y desarrollo de apps;357
2024;Diciembre;E;Cloud & Hosting;Backup services;28
2024;Diciembre;E;Cloud & Hosting;Database services;87
2024;Diciembre;E;Datamining & Big Data;Datamining & Big Data;326
2024;Diciembre;E;Infraestructura y ciberseguridad;Firewalls;201
2024;Diciembre;E;Infraestructura y ciberseguridad;Hardware;90
2024;Diciembre;E;Marketing y consultoría;Consultoría en internet;164
2024;Diciembre;E;Marketing y consultoría;Marketing en internet;1437
2024;Diciembre;E;Software;Sofware services;376
2024;Diciembre;E;Websites and app;Diseño y desarrollo web;2973
2024;Diciembre;E;Cloud & Hosting;Webhosting;702
2025;Enero;B;Pasiva (B1);;110078
2025;Enero;B;Activa (B2);;25153
2025;Enero;C;;;10547
2025;Enero;D;Noticias y entretenimiento;Adultos;72
2025;Enero;D;Negocios;Publicidad;526
2025;Enero;D;Retail;Subastas;25
2025;Enero;D;Noticias y entretenimiento;Blogs;12
2025;Enero;D;Noticias y entretenimiento;Libros;653
2025;Enero;D;Negocios;Consultoría;1660
2025;Enero;D;Servicios generales;Crowdfunding;1
2025;Enero;D;Servicios generales;Citas;481
2025;Enero;D;Noticias y entretenimiento;e-learning;281
2025;Enero;D;Negocios;Finanzas;772
2025;Enero;D;Ocio;Vuelos;154
2025;Enero;D;Ocio;Comida;1225
2025;Enero;D;Noticias y entretenimiento;Apuestas;437
2025;Enero;D;Noticias y entretenimiento;Juegos;132
2025;Enero;D;Ocio;Vacaciones;4849
2025;Enero;D;Ocio;Hoteles;1555
2025;Enero;D;Retail;Vivienda;2552
2025;Enero;D;Negocios;Empleos;95
2025;Enero;D;Noticias y entretenimiento;Noticias;2860
2025;Enero;D;Servicios generales;Pago en línea;83
2025;Enero;D;Retail;Online trade;679
2025;Enero;D;Retail;Tickets;69
2025;Enero;D;Servicios generales;Transporte;567
2025;Enero;D;Noticias y entretenimiento;Videos, música;1215
2025;Enero;D;Servicios generales;Visualizaciones;59
2025;Enero;D;Noticias y entretenimiento;Vlogs;8
2025;Enero;E;Websites and app;Diseño y desarrollo de apps;359
2025;Enero;E;Cloud & Hosting;Backup services;35
2025;Enero;E;Cloud & Hosting;Database services;86
2025;Enero;E;Datamining & Big Data;Datamining & Big Data;321
2025;Enero;E;Infraestructura y ciberseguridad;Firewalls;205
2025;Enero;E;Infraestructura y ciberseguridad;Hardware;92
2025;Enero;E;Marketing y consultoría;Consultoría en internet;160
2025;Enero;E;Marketing y consultoría;Marketing en internet;1428
2025;Enero;E;Software;Sofware services;377
2025;Enero;E;Websites and app;Diseño y desarrollo web;3161
2025;Enero;E;Cloud & Hosting;Webhosting;688
2025;Febrero;B;Pasiva (B1);;110945
2025;Febrero;B;Activa (B2);;25412
2025;Febrero;C;;;10591
2025;Febrero;D;Noticias y entretenimiento;Adultos;76
2025;Febrero;D;Negocios;Publicidad;527
2025;Febrero;D;Retail;Subastas;23
2025;Febrero;D;Noticias y entretenimiento;Blogs;12
2025;Febrero;D;Noticias y entretenimiento;Libros;674
2025;Febrero;D;Negocios;Consultoría;1639
2025;Febrero;D;Servicios generales;Crowdfunding;1
2025;Febrero;D;Servicios generales;Citas;526
2025;Febrero;D;Noticias y entretenimiento;e-learning;283
2025;Febrero;D;Negocios;Finanzas;806
2025;Febrero;D;Ocio;Vuelos;153
2025;Febrero;D;Ocio;Comida;1248
2025;Febrero;D;Noticias y entretenimiento;Apuestas;451
2025;Febrero;D;Noticias y entretenimiento;Juegos;138
2025;Febrero;D;Ocio;Vacaciones;4847
2025;Febrero;D;Ocio;Hoteles;1586
2025;Febrero;D;Retail;Vivienda;2555
2025;Febrero;D;Negocios;Empleos;102
2025;Febrero;D;Noticias y entretenimiento;Noticias;2832
2025;Febrero;D;Servicios generales;Pago en línea;88
2025;Febrero;D;Retail;Online trade;678
