Ano;Mes;Clasificacion;Categoria;Subcategoria;Valor
2025;Febrero;D;Retail;Tickets;73
2025;Febrero;D;Servicios generales;Transporte;524
2025;Febrero;D;Noticias y entretenimiento;Videos, música;1223
2025;Febrero;D;Servicios generales;Visualizaciones;57
2025;Febrero;D;Noticias y entretenimiento;Vlogs;7
2025;Febrero;E;Websites and app;Diseño y desarrollo de apps;364
2025;Febrero;E;Cloud & Hosting;Backup services;33
2025;Febrero;E;Cloud & Hosting;Database services;89
2025;Febrero;E;Datamining & Big Data;Datamining & Big Data;336
2025;Febrero;E;Infraestructura y ciberseguridad;Firewalls;206
2025;Febrero;E;Infraestructura y ciberseguridad;Hardware;98
2025;Febrero;E;Marketing y consultoría;Consultoría en internet;158
2025;Febrero;E;Marketing y consultoría;Marketing en internet;1425
2025;Febrero;E;Software;Sofware services;378
2025;Febrero;E;Websites and app;Diseño y desarrollo web;3144
2025;Febrero;E;Cloud & Hosting;Webhosting;689
2025;Marzo;B;Pasiva (B1);;109457
2025;Marzo;B;Activa (B2);;25115
2025;Marzo;C;;;10623
2025;Marzo;D;Noticias y entretenimiento;Adultos;73
2025;Marzo;D;Negocios;Publicidad;505
2025;Marzo;D;Retail;Subastas;21
2025;Marzo;D;Noticias y entretenimiento;Blogs;12
2025;Marzo;D;Noticias y entretenimiento;Libros;681
2025;Marzo;D;Negocios;Consultoría;1630
2025;Marzo;D;Servicios generales;Crowdfunding;0
2025;Marzo;D;Servicios generales;Citas;533
2025;Marzo;D;Noticias y entretenimiento;e-learning;283
2025;Marzo;D;Negocios;Finanzas;808
2025;Marzo;D;Ocio;Vuelos;154
2025;Marzo;D;Ocio;Comida;1252
2025;Marzo;D;Noticias y entretenimiento;Apuestas;452
2025;Marzo;D;Noticias y entretenimiento;Juegos;138
2025;Marzo;D;Ocio;Vacaciones;4859
2025;Marzo;D;Ocio;Hoteles;1588
2025;Marzo;D;Retail;Vivienda;2550
2025;Marzo;D;Negocios;Empleos;101
2025;Marzo;D;Noticias y entretenimiento;Noticias;2820
2025;Marzo;D;Servicios generales;Pago en línea;85
2025;Marzo;D;Retail;Online trade;685
2025;Marzo;D;Retail;Tickets;72
2025;Marzo;D;Servicios generales;Transporte;515
2025;Marzo;D;Noticias y entretenimiento;Videos, música;1238
2025;Marzo;D;Servicios generales;Visualizaciones;54
2025;Marzo;D;Noticias y entretenimiento;Vlogs;8
2025;Marzo;E;Websites and app;Diseño y desarrollo de apps;363
2025;Marzo;E;Cloud & Hosting;Backup services;30
2025;Marzo;E;Cloud & Hosting;Database services;94
2025;Marzo;E;Datamining & Big Data;Datamining & Big Data;352
2025;Marzo;E;Infraestructura y ciberseguridad;Firewalls;218
2025;Marzo;E;Infraestructura y ciberseguridad;Hardware;92
2025;Marzo;E;Marketing y consultoría;Consultoría en internet;174
2025;Marzo;E;Marketing y consultoría;Marketing en internet;1439
2025;Marzo;E;Software;Sofware services;391
2025;Marzo;E;Websites and app;Diseño y desarrollo web;3176
2025;Marzo;E;Cloud & Hosting;Webhosting;682
2025;Abril;B;Pasiva (B1);;111369
2025;Abril;B;Activa (B2);;25546
2025;Abril;C;;;10728
2025;Abril;D;Noticias y entretenimiento;Adultos;74
2025;Abril;D;Negocios;Publicidad;503
2025;Abril;D;Retail;Subastas;22
2025;Abril;D;Noticias y entretenimiento;Blogs;12
2025;Abril;D;Noticias y entretenimiento;Libros;680
2025;Abril;D;Negocios;Consultoría;1667
2025;Abril;D;Servicios generales;Crowdfunding;0
2025;Abril;D;Servicios generales;Citas;536
2025;Abril;D;Noticias y entretenimiento;e-learning;281
2025;Abril;D;Negocios;Finanzas;823
2025;Abril;D;Ocio;Vuelos;149
2025;Abril;D;Ocio;Comida;1271
2025;Abril;D;Noticias y entretenimiento;Apuestas;449
2025;Abril;D;Noticias y entretenimiento;Juegos;147
2025;Abril;D;Ocio;Vacaciones;4960
2025;Abril;D;Ocio;Hoteles;1585
2025;Abril;D;Retail;Vivienda;2572
2025;Abril;D;Negocios;Empleos;104
2025;Abril;D;Noticias y entretenimiento;Noticias;2883
2025;Abril;D;Servicios generales;Pago en línea;83
2025;Abril;D;Retail;Online trade;700
2025;Abril;D;Retail;Tickets;78
2025;Abril;D;Servicios generales;Transporte;546
2025;Abril;D;Noticias y entretenimiento;Videos, música;1233
2025;Abril;D;Servicios generales;Visualizaciones;51
2025;Abril;D;Noticias y entretenimiento;Vlogs;7
2025;Abril;E;Websites and app;Diseño y desarrollo de apps;372
2025;Abril;E;Cloud & Hosting;Backup services;33
2025;Abril;E;Cloud & Hosting;Database services;97
2025;Abril;E;Datamining & Big Data;Datamining & Big Data;374
2025;Abril;E;Infraestructura y ciberseguridad;Firewalls;230
2025;Abril;E;Infraestructura y ciberseguridad;Hardware;96
2025;Abril;E;Marketing y consultoría;Consultoría en internet;179
2025;Abril;E;Marketing y consultoría;Marketing en internet;1497
2025;Abril;E;Software;Sofware services;407
2025;Abril;E;Websites and app;Diseño y desarrollo web;3272
2025;Abril;E;Cloud & Hosting;Webhosting;675
2025;Mayo;B;Pasiva (B1);;112087
2025;Mayo;B;Activa (B2);;25692
2025;Mayo;C;;;10813
2025;Mayo;D;Noticias y entretenimiento;Adultos;83
2025;Mayo;D;Negocios;Publicidad;512
2025;Mayo;D;Retail;Subastas;21
2025;Mayo;D;Noticias y entretenimiento;Blogs;12
2025;Mayo;D;Noticias y entretenimiento;Libros;699
2025;Mayo;D;Negocios;Consultoría;1715
2025;Mayo;D;Servicios generales;Crowdfunding;2
2025;Mayo;D;Servicios generales;Citas;546
2025;Mayo;D;Noticias y entretenimiento;e-learning;284
2025;Mayo;D;Negocios;Finanzas;826
2025;Mayo;D;Ocio;Vuelos;148
2025;Mayo;D;Ocio;Comida;1306
2025;Mayo;D;Noticias y entretenimiento;Apuestas;458
2025;Mayo;D;Noticias y entretenimiento;Juegos;150
2025;Mayo;D;Ocio;Vacaciones;4981
2025;Mayo;D;Ocio;Hoteles;1538
2025;Mayo;D;Retail;Vivienda;2621
2025;Mayo;D;Negocios;Empleos;116
2025;Mayo;D;Noticias y entretenimiento;Noticias;2922
2025;Mayo;D;Servicios generales;Pago en línea;77
2025;Mayo;D;Retail;Online trade;701
2025;Mayo;D;Retail;Tickets;86
2025;Mayo;D;Servicios generales;Transporte;548
2025;Mayo;D;Noticias y entretenimiento;Videos, música;1242
2025;Mayo;D;Servicios generales;Visualizaciones;51
2025;Mayo;D;Noticias y entretenimiento;Vlogs;6
2025;Mayo;E;Websites and app;Diseño y desarrollo de apps;383
2025;Mayo;E;Cloud & Hosting;Backup services;34
2025;Mayo;E;Cloud & Hosting;Database services;100
2025;Mayo;E;Datamining & Big Data;Datamining & Big Data;375
2025;Mayo;E;Infraestructura y ciberseguridad;Firewalls;238
2025;Mayo;E;Infraestructura y ciberseguridad;Hardware;101
2025;Mayo;E;Marketing y consultoría;Consultoría en internet;186
2025;Mayo;E;Marketing y consultoría;Marketing en internet;1525
2025;Mayo;E;Software;Sofware services;415
2025;Mayo;E;Websites and app;Diseño y desarrollo web;3373
2025;Mayo;E;Cloud & Hosting;Webhosting;657
2025;Junio;B;Pasiva (B1);;112610
2025;Junio;B;Activa (B2);;25803
2025;Junio;C;;;10706
2025;Junio;D;Noticias y entretenimiento;Adultos;77
2025;Junio;D;Negocios;Publicidad;524
2025;Junio;D;Retail;Subastas;22
2025;Junio;D;Noticias y entretenimiento;Blogs;10
2025;Junio;D;Noticias y entretenimiento;Libros;709
2025;Junio;D;Negocios;Consultoría;1722
2025;Junio;D;Servicios generales;Crowdfunding;2
2025;Junio;D;Servicios generales;Citas;549
2025;Junio;D;Noticias y entretenimiento;e-learning;276
2025;Junio;D;Negocios;Finanzas;850
2025;Junio;D;Ocio;Vuelos;157
2025;Junio;D;Ocio;Comida;1308
2025;Junio;D;Noticias y entretenimiento;Apuestas;475
2025;Junio;D;Noticias y entretenimiento;Juegos;143
2025;Junio;D;Ocio;Vacaciones;5081
2025;Junio;D;Ocio;Hoteles;1557
2025;Junio;D;Retail;Vivienda;2655
2025;Junio;D;Negocios;Empleos;124
2025;Junio;D;Noticias y entretenimiento;Noticias;2973
2025;Junio;D;Servicios generales;Pago en línea;79
2025;Junio;D;Retail;Online trade;712
2025;Junio;D;Retail;Tickets;91
2025;Junio;D;Servicios generales;Transporte;563
2025;Junio;D;Noticias y entretenimiento;Videos, música;1238
2025;Junio;D;Servicios generales;Visualizaciones;51
2025;Junio;D;Noticias y entretenimiento;Vlogs;7
2025;Junio;E;Websites and app;Diseño y desarrollo de apps;389
2025;Junio;E;Cloud & Hosting;Backup services;33
2025;Junio;E;Cloud & Hosting;Database services;108
2025;Junio;E;Datamining & Big Data;Datamining & Big Data;384
2025;Junio;E;Infraestructura y ciberseguridad;Firewalls;246
2025;Junio;E;Infraestructura y ciberseguridad;Hardware;108
2025;Junio;E;Marketing y consultoría;Consultoría en internet;191
2025;Junio;E;Marketing y consultoría;Marketing en internet;1523
2025;Junio;E;Software;Sofware services;429
2025;Junio;E;Websites and app;Diseño y desarrollo web;3421
2025;Junio;E;Cloud & Hosting;Webhosting;646
2025;Julio;B;Pasiva (B1);;112689
2025;Julio;B;Activa (B2);;25491
2025;Julio;C;;;10606
2025;Julio;D;Noticias y entretenimiento;Adultos;68
2025;Julio;D;Negocios;Publicidad;517
2025;Julio;D;Retail;Subastas;21
2025;Julio;D;Noticias y entretenimiento;Blogs;10
2025;Julio;D;Noticias y entretenimiento;Libros;705
2025;Julio;D;Negocios;Consultoría;1688
2025;Julio;D;Servicios generales;Crowdfunding;1
2025;Julio;D;Servicios generales;Citas;544
2025;Julio;D;Noticias y entretenimiento;e-learning;286
2025;Julio;D;Negocios;Finanzas;847
2025;Julio;D;Ocio;Vuelos;164
2025;Julio;D;Ocio;Comida;1343
2025;Julio;D;Noticias y entretenimiento;Apuestas;496
2025;Julio;D;Noticias y entretenimiento;Juegos;147
2025;Julio;D;Ocio;Vacaciones;5125
2025;Julio;D;Ocio;Hoteles;1562
2025;Julio;D;Retail;Vivienda;2627
2025;Julio;D;Negocios;Empleos;116
2025;Julio;D;Noticias y entretenimiento;Noticias;2949
2025;Julio;D;Servicios generales;Pago en línea;83
2025;Julio;D;Retail;Online trade;713
2025;Julio;D;Retail;Tickets;99
2025;Julio;D;Servicios generales;Transporte;592
2025;Julio;D;Noticias y entretenimiento;Videos, música;1238
2025;Julio;D;Servicios generales;Visualizaciones;53
2025;Julio;D;Noticias y entretenimiento;Vlogs;6
2025;Julio;E;Websites and app;Diseño y desarrollo de apps;382
2025;Julio;E;Cloud & Hosting;Backup services;34
2025;Julio;E;Cloud & Hosting;Database services;100
2025;Julio;E;Datamining & Big Data;Datamining & Big Data;405
2025;Julio;E;Infraestructura y ciberseguridad;Firewalls;260
2025;Julio;E;Infraestructura y ciberseguridad;Hardware;102
2025;Julio;E;Marketing y consultoría;Consultoría en internet;190
2025;Julio;E;Marketing y consultoría;Marketing en internet;1496
2025;Julio;E;Software;Sofware services;424
2025;Julio;E;Websites and app;Diseño y desarrollo web;3427
2025;Julio;E;Cloud & Hosting;Webhosting;653
